Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[12]    18.5    0.19    0.02 12908968         NeuraRouter::tick() [12]
                0.02    0.00 2489800/4004619     packet_routing(int, GlobalCounters*, std::vector<int, std::allocator<int> >*, std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >*) [21]
                0.00    0.00 3754014/3754014     NeuraRouter::get_dest_port(int) [64]
                0.00    0.00   57411/161519      void std::deque<InstX*, std::allocator<InstX*> >::_M_push_back_aux<InstX* const&>(InstX* const&) [115]
-----------------------------------------------
                0.00    0.00       1/545         NeuraTile::custom_constructor(GlobalCounters*, int, int, int) [1]
                0.00    0.12     544/545         NeuraTile::generate_cgra_mesh_topology() [5]
[13]    10.9    0.00    0.12     545         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [clone .constprop.110] [13]
                0.01    0.11     545/3277        boost::xpressive::detail::xpression_adaptor<boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_matcher<boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_matcher<boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> >, boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::literal_matcher<boost::xpressive::cpp_regex_traits<char>, mpl_::bool_<false>, mpl_::bool_<false> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> >, boost::fusion::nil_> >, boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::literal_matcher<boost::xpressive::cpp_regex_traits<char>, mpl_::bool_<false>, mpl_::bool_<false> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_matcher<boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::literal_matcher<boost::xpressive::cpp_regex_traits<char>, mpl_::bool_<false>, mpl_::bool_<false> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::optional_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::literal_matcher<boost::xpressive::cpp_regex_traits<char>, mpl_::bool_<false>, mpl_::bool_<false> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, boost::fusion::nil_> >, boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, boost::fusion::nil_> >, boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::end_matcher, boost::xpressive::detail::no_next> >, boost::xpressive::detail::matchable_ex<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::match(boost::xpressive::detail::match_state<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) const [4]
-----------------------------------------------
                0.10    0.00 111061280/111061280     Conn::tick() [11]
[14]     8.8    0.10    0.00 111061280         Conn::update_max_buffer_sizes() [14]
-----------------------------------------------
                0.00    0.07       1/1           NeuraTile::custom_constructor(GlobalCounters*, int, int, int) [1]
[15]     6.3    0.00    0.07       1         NeuraTile::create_unit_components() [15]
                0.00    0.07       1/1           MemoryController::custom_constructor(GlobalCounters*, int) [16]
                0.00    0.00      32/32          NeuraRouter::custom_constructor(GlobalCounters*, long long, long long) [48]
                0.00    0.00      16/16          NeuraCore::custom_constructor(GlobalCounters*, int, int, int) [50]
                0.00    0.00      16/16          NeuraMem::custom_constructor(GlobalCounters*, long long, long long, long long) [49]
                0.00    0.00       1/3277        boost::xpressive::detail::xpression_adaptor<boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_matcher<boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_matcher<boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> >, boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::literal_matcher<boost::xpressive::cpp_regex_traits<char>, mpl_::bool_<false>, mpl_::bool_<false> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> >, boost::fusion::nil_> >, boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::literal_matcher<boost::xpressive::cpp_regex_traits<char>, mpl_::bool_<false>, mpl_::bool_<false> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_matcher<boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::literal_matcher<boost::xpressive::cpp_regex_traits<char>, mpl_::bool_<false>, mpl_::bool_<false> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::optional_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::literal_matcher<boost::xpressive::cpp_regex_traits<char>, mpl_::bool_<false>, mpl_::bool_<false> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, boost::fusion::nil_> >, boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, boost::fusion::nil_> >, boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::end_matcher, boost::xpressive::detail::no_next> >, boost::xpressive::detail::matchable_ex<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::match(boost::xpressive::detail::match_state<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) const [4]
                0.00    0.00       2/2           Writer::custom_constructor(GlobalCounters*, long long) [52]
                0.00    0.00       1/1           NeuraDispatcher::custom_constructor(GlobalCounters*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [53]
                0.00    0.00      32/32          NeuraRouter::NeuraRouter() [231]
                0.00    0.00      16/16          NeuraCore::NeuraCore() [257]
                0.00    0.00      16/16          NeuraMem::NeuraMem() [252]
                0.00    0.00       2/2           Writer::Writer() [294]
                0.00    0.00       1/1           MemoryController::MemoryController() [353]
                0.00    0.00       1/1           NeuraDispatcher::set_dispatch_count(long long) [346]
-----------------------------------------------
                0.00    0.07       1/1           NeuraTile::create_unit_components() [15]
[16]     6.2    0.00    0.07       1         MemoryController::custom_constructor(GlobalCounters*, int) [16]
                0.07    0.00       1/1           MemoryController::load_dram_data() [17]
                0.00    0.00       1/68          GlobalCounters::add_vertex_to_arch_graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [43]
                0.00    0.00      20/20          std::_Deque_base<InstX*, std::allocator<InstX*> >::_M_initialize_map(unsigned long) [clone .constprop.238] [236]
                0.00    0.00       3/5           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [clone .constprop.242] [270]
                0.00    0.00       3/583         Mongo::get_component_collection(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [162]
                0.00    0.00       2/2           std::_Function_base::_Base_manager<std::_Bind<void (MemoryController::*(MemoryController*, std::_Placeholder<1>))(unsigned long)> >::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [297]
                0.00    0.00       1/1           GlobalCounters::generate_mc_id() [327]
                0.00    0.00       1/68          GlobalCounters::generate_uid() [206]
                0.00    0.00       1/1           GlobalCounters::set_mc_id_array(int, int) [329]
                0.00    0.00       1/1           GlobalCounters::get_dram_data_file_name[abi:cxx11]() [338]
                0.00    0.00       1/3           GlobalCounters::get_results_dir[abi:cxx11]() [280]
-----------------------------------------------
                0.07    0.00       1/1           MemoryController::custom_constructor(GlobalCounters*, int) [16]
[17]     6.2    0.07    0.00       1         MemoryController::load_dram_data() [17]
                0.00    0.00  577356/577424      std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<unsigned long const, int> >, unsigned long const&) [84]
-----------------------------------------------
                0.04    0.00  514838/514838      NeuraMem::tick() [7]
[18]     3.5    0.04    0.00  514838         Cache::is_data_in_cache(long long) [18]
-----------------------------------------------
                0.00    0.04       1/1           sim_cleanup(NeuraTile*) [20]
[19]     3.4    0.00    0.04       1         NeuraTile::~NeuraTile() [19]
                0.00    0.02      16/16          NeuraMem::~NeuraMem() [26]
                0.00    0.02       1/1           MemoryController::~MemoryController() [27]
                0.00    0.00       1/69          GlobalCounters::~GlobalCounters() [42]
                0.00    0.00     220/220         Conn::~Conn() [190]
                0.00    0.00      32/32          NeuraRouter::~NeuraRouter() [232]
                0.00    0.00      16/16          NeuraCore::~NeuraCore() [258]
                0.00    0.00       2/2           Writer::~Writer() [295]
                0.00    0.00       1/1           NeuraDispatcher::~NeuraDispatcher() [349]
-----------------------------------------------
                                                 <spontaneous>
[20]     3.4    0.00    0.04                 sim_cleanup(NeuraTile*) [20]
                0.00    0.04       1/1           NeuraTile::~NeuraTile() [19]
-----------------------------------------------
                0.00    0.00   23999/4004619     NeuraMem::eviction_routine(HashRequest*) [51]
                0.00    0.00   83116/4004619     MemoryController::ReadCallBack(unsigned long) [47]
                0.00    0.00   89426/4004619     Writer::send_write_request(MemRequest*) [46]
                0.00    0.00  101239/4004619     NeuraMem::send_mem_req(MemRequest*) [44]
                0.00    0.00  148752/4004619     NeuraMem::reply_multiple_mem_reqs(MemResponse*) [41]
                0.00    0.00  169985/4004619     NeuraCore::process_hash_request(HashRequest*) [30]
                0.00    0.00  403272/4004619     NeuraMem::send_mem_resp(MemResponse*) [40]
                0.00    0.00  495030/4004619     NeuraCore::send_mem_request(MemRequest*) [39]
                0.02    0.00 2489800/4004619     NeuraRouter::tick() [12]
[21]     2.7    0.03    0.00 4004619         packet_routing(int, GlobalCounters*, std::vector<int, std::allocator<int> >*, std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >*) [21]
-----------------------------------------------
                0.02    0.00 6144423/6144423     NeuraMem::tick() [7]
[22]     1.8    0.02    0.00 6144423         NeuraMem::get_next_request() [22]
-----------------------------------------------
                                9622             std::_Rb_tree<long long, std::pair<long long const, CacheLine*>, std::_Select1st<std::pair<long long const, CacheLine*> >, std::less<long long>, std::allocator<std::pair<long long const, CacheLine*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, CacheLine*> >*) [23]
                0.02    0.00     160/160         Cache::~Cache() [25]
[23]     1.8    0.02    0.00     160+9622    std::_Rb_tree<long long, std::pair<long long const, CacheLine*>, std::_Select1st<std::pair<long long const, CacheLine*> >, std::less<long long>, std::allocator<std::pair<long long const, CacheLine*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, CacheLine*> >*) [23]
                                9622             std::_Rb_tree<long long, std::pair<long long const, CacheLine*>, std::_Select1st<std::pair<long long const, CacheLine*> >, std::less<long long>, std::allocator<std::pair<long long const, CacheLine*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, CacheLine*> >*) [23]
-----------------------------------------------
                               84340             std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [24]
                0.00    0.00       1/19          GlobalCounters::~GlobalCounters() [42]
                0.02    0.00      18/19          MemoryController::~MemoryController() [27]
[24]     1.8    0.02    0.00      19+84340   std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [24]
                               84340             std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [24]
-----------------------------------------------
                0.00    0.02      16/16          NeuraMem::~NeuraMem() [26]
[25]     1.8    0.00    0.02      16         Cache::~Cache() [25]
                0.02    0.00     160/160         std::_Rb_tree<long long, std::pair<long long const, CacheLine*>, std::_Select1st<std::pair<long long const, CacheLine*> >, std::less<long long>, std::allocator<std::pair<long long const, CacheLine*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, CacheLine*> >*) [23]
-----------------------------------------------
                0.00    0.02      16/16          NeuraTile::~NeuraTile() [19]
[26]     1.8    0.00    0.02      16         NeuraMem::~NeuraMem() [26]
                0.00    0.02      16/16          Cache::~Cache() [25]
                0.00    0.00   14350/14350       HashPad::~HashPad() [154]
                0.00    0.00     137/137         std::_Rb_tree<long long, std::pair<long long const, HashPad*>, std::_Select1st<std::pair<long long const, HashPad*> >, std::less<long long>, std::allocator<std::pair<long long const, HashPad*> > >::_M_erase(std::_Rb_tree_node<std::pair<long long const, HashPad*> >*) [196]
                0.00    0.00      33/146         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*) [195]
-----------------------------------------------
                0.00    0.02       1/1           NeuraTile::~NeuraTile() [19]
[27]     1.7    0.00    0.02       1         MemoryController::~MemoryController() [27]
                0.02    0.00      18/19          std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [24]
                0.00    0.00       3/146         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*) [195]
-----------------------------------------------
                0.00    0.01 6425018/6425018     boost::xpressive::detail::xpression_adaptor<boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_matcher<boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_matcher<boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> >, boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::literal_matcher<boost::xpressive::cpp_regex_traits<char>, mpl_::bool_<false>, mpl_::bool_<false> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> >, boost::fusion::nil_> >, boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::literal_matcher<boost::xpressive::cpp_regex_traits<char>, mpl_::bool_<false>, mpl_::bool_<false> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_matcher<boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::literal_matcher<boost::xpressive::cpp_regex_traits<char>, mpl_::bool_<false>, mpl_::bool_<false> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, boost::xpressive::detail::alternates_list<boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::optional_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::literal_matcher<boost::xpressive::cpp_regex_traits<char>, mpl_::bool_<false>, mpl_::bool_<false> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::simple_repeat_matcher<boost::xpressive::detail::static_xpression<boost::xpressive::detail::posix_charset_matcher<boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::true_matcher, boost::xpressive::detail::no_next> >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, mpl_::bool_<true> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, boost::fusion::nil_> >, boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::alternate_end_matcher, boost::xpressive::detail::no_next> > >, boost::fusion::nil_> >, boost::xpressive::cpp_regex_traits<char> >, boost::xpressive::detail::static_xpression<boost::xpressive::detail::end_matcher, boost::xpressive::detail::no_next> >, boost::xpressive::detail::matchable_ex<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::match(boost::xpressive::detail::match_state<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) const [4]
[28]     1.3    0.00    0.01 6425018         NeuraCore::tick() [28]
                0.00    0.01 3857322/3857322     NeuraCore::process_pipelines() [29]
                0.00    0.00 64417590/64417590     HashRequest::inc_reg_file_time() [61]
                0.00    0.00 6654012/6654012     NeuraCore::rf_responder() [63]
                0.00    0.00  167597/167597      void std::vector<InstX*, std::allocator<InstX*> >::emplace_back<InstX*>(InstX*&&) [114]
-----------------------------------------------
                0.00    0.01 3857322/3857322     NeuraCore::tick() [28]
[29]     1.3    0.00    0.01 3857322         NeuraCore::process_pipelines() [29]
                0.01    0.00 3843203/3843203     NeuraCore::process_hash_request(HashRequest*) [30]
                0.00    0.00 9779323/9779323     HashRequest::is_ready_to_process() [62]
-----------------------------------------------
                0.01    0.00 3843203/3843203     NeuraCore::process_pipelines() [29]
[30]     1.3    0.01    0.00 3843203         NeuraCore::process_hash_request(HashRequest*) [30]
                0.00    0.00  497442/497442      NeuraCore::send_mem_request(MemRequest*) [39]
                0.00    0.00  169985/4004619     packet_routing(int, GlobalCounters*, std::vector<int, std::allocator<int> >*, std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >*) [21]
                0.00    0.00 3191217/3191217     HashRequest::is_all_ready() [65]
                0.00    0.00  569632/569632      GlobalCounters::get_mem_id_array() [86]
                0.00    0.00  560840/560840      GlobalCounters::get_total_mems() [87]
                0.00    0.00  514332/682985      MemRequest::MemRequest(GlobalCounters*, int, int, int, int, int, int, int, HashRequest*) [74]
                0.00    0.00  499205/499205      MemRequest::set_operand_id(int) [98]
                0.00    0.00  222122/370052      HashRequest::get_table_id() [100]
                0.00    0.00  172808/529382      HashRequest::get_b_col_id() [93]
                0.00    0.00  171946/195592      void std::deque<InstX*, std::allocator<InstX*> >::emplace_back<InstX*>(InstX*&&) [107]
                0.00    0.00  168332/217942      HashRequest::get_count() [104]
                0.00    0.00  111438/135451      HashResponse::get_dest_unit_uid() [116]
                0.00    0.00  110790/134094      GlobalCounters::get_writer_id_array() [117]
                0.00    0.00  110434/199091      HashRequest::get_mult_result() [106]
                0.00    0.00  108879/132355      HashResponse::HashResponse(GlobalCounters*, int, int, long long, long long, int, HashRequest*) [119]
                0.00    0.00   61561/61561       HashRequest::set_dest_unit_uid(int) [141]
                0.00    0.00   61468/61468       HashRequest::get_dest_unit_uid() [142]
-----------------------------------------------
